image_id,file_name,species_id,species_name,img_area,total_annotations,total_annotated_area,total_density_%,Clase_8_count,Clase_8_area_sum,Clase_8_area_mean,Clase_8_area_std,Clase_8_density_%,Clase_56_count,Clase_56_area_sum,Clase_56_area_mean,Clase_56_area_std,Clase_56_density_%,Clase_58_count,Clase_58_area_sum,Clase_58_area_mean,Clase_58_area_std,Clase_58_density_%,Clase_79_count,Clase_79_area_sum,Clase_79_area_mean,Clase_79_area_std,Clase_79_density_%,Clase_81_count,Clase_81_area_sum,Clase_81_area_mean,Clase_81_area_std,Clase_81_density_%,Clase_82_count,Clase_82_area_sum,Clase_82_area_mean,Clase_82_area_std,Clase_82_density_%,Clase_83_count,Clase_83_area_sum,Clase_83_area_mean,Clase_83_area_std,Clase_83_density_%,Clase_84_count,Clase_84_area_sum,Clase_84_area_mean,Clase_84_area_std,Clase_84_density_%,Clase_85_count,Clase_85_area_sum,Clase_85_area_mean,Clase_85_area_std,Clase_85_density_%,Clase_86_count,Clase_86_area_sum,Clase_86_area_mean,Clase_86_area_std,Clase_86_density_%,Clase_89_count,Clase_89_area_sum,Clase_89_area_mean,Clase_89_area_std,Clase_89_density_%,Clase_10_count,Clase_10_area_sum,Clase_10_area_mean,Clase_10_area_std,Clase_10_density_%,Clase_V1_count,Clase_V1_area_sum,Clase_V1_area_mean,Clase_V1_area_std,Clase_V1_density_%,Clase_radio_count,Clase_radio_area_sum,Clase_radio_area_mean,Clase_radio_area_std,Clase_radio_density_%
11,0034-6.jpg,0034,Anacardium L.,2250000,69,405606.88999999996,18.026972888888892,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8,70254.57,8781.82125,4988.246994006261,3.122425333333333,34,270000.84,7941.201176470589,4455.658609890292,12.000037333333333,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27,65351.479999999996,2420.425185185185,1383.8267165541365,2.9045102222222225,0,0.0,0.0,0.0,0.0
12,0034-7.jpg,0034,Anacardium L.,2250000,52,309321.97,13.74764311111111,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,42151.450000000004,8430.29,5764.03906755931,1.873397777777778,24,210339.88999999998,8764.162083333333,3745.857696641288,9.348439555555556,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,56830.630000000005,2470.8969565217394,1176.7284689164694,2.5258057777777774,0,0.0,0.0,0.0,0.0
13,0034-8.jpg,0034,Anacardium L.,2250000,61,403213.28,17.920590222222224,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,57987.22,14496.805,847.5414117905979,2.577209777777778,30,275166.75999999995,9172.225333333334,4873.3128130976365,12.229633777777776,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27,70059.3,2594.7888888888897,1413.8040609519066,3.1137466666666676,0,0.0,0.0,0.0,0.0
14,0034-9.jpg,0034,Anacardium L.,2250000,60,449333.33,19.970370222222222,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,106843.12,11871.457777777778,4081.023031388018,4.748583111111111,27,268063.2,9928.266666666665,5732.200752451016,11.91392,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,74427.01000000001,3101.1254166666663,1728.7836733580589,3.307867111111111,0,0.0,0.0,0.0,0.0
15,0070-1.jpg,0070,Bagassa guianensis Aubl.,2250000,50,680754.28,30.255745777777772,0,0.0,0.0,0.0,0.0,7,101315.60999999999,14473.65857142857,4561.911694649618,4.502916,0,0.0,0.0,0.0,0.0,32,456444.3900000001,14263.887187499999,8570.288271167123,20.286417333333336,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2583.5,2583.5,0.0,0.11482222222222221,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,120410.78,12041.078,2570.5959524195077,5.351590222222222,0,0.0,0.0,0.0,0.0
16,0070-10.jpg,0070,Bagassa guianensis Aubl.,2250000,42,459296.09999999986,20.413159999999998,0,0.0,0.0,0.0,0.0,8,70189.11,8773.63875,2744.5342881726506,3.119516,0,0.0,0.0,0.0,0.0,22,273221.61,12419.164090909091,7436.641794319889,12.143182666666672,7,75932.26000000001,10847.465714285716,7205.514935049998,3.3747671111111117,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,39953.12,7990.624000000001,2359.2311223426163,1.775694222222222,0,0.0,0.0,0.0,0.0
17,0070-2.jpg,0070,Bagassa guianensis Aubl.,2250000,49,606936.6700000002,26.974963111111105,0,0.0,0.0,0.0,0.0,6,58036.549999999996,9672.758333333333,2983.2646619528523,2.5794022222222224,0,0.0,0.0,0.0,0.0,29,382245.89999999997,13180.893103448278,8362.289371096336,16.988706666666662,1,11399.39,11399.39,0.0,0.5066395555555555,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,72657.83,24219.27666666667,10491.465655638078,3.229236888888889,10,82597.00000000003,8259.7,4646.29796375327,3.670977777777778,0,0.0,0.0,0.0,0.0
18,0070-4.jpg,0070,Bagassa guianensis Aubl.,2250000,46,575368.1399999998,25.571917333333328,0,0.0,0.0,0.0,0.0,3,34800.05,11600.016666666668,1137.3373220524036,1.5466688888888889,0,0.0,0.0,0.0,0.0,32,438649.51,13707.7971875,8086.294193173005,19.495533777777773,1,13574.12,13574.12,0.0,0.6032942222222223,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,88344.46,8834.446,3456.10783862811,3.926420444444444,0,0.0,0.0,0.0,0.0
19,0070-8.jpg,0070,Bagassa guianensis Aubl.,2250000,35,463277.5800000001,20.590114666666665,0,0.0,0.0,0.0,0.0,3,30545.0,10181.666666666666,4383.122511707074,1.3575555555555554,0,0.0,0.0,0.0,0.0,20,313592.07,15679.603500000001,8100.900158983161,13.937425333333332,5,59341.19,11868.238000000001,7495.826422771542,2.637386222222222,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,59799.32,8542.76,3959.477479474617,2.6577475555555554,0,0.0,0.0,0.0,0.0
20,0070-9.jpg,0070,Bagassa guianensis Aubl.,2250000,39,488709.2200000001,21.720409777777775,0,0.0,0.0,0.0,0.0,4,30223.13,7555.7825,3030.6421049713213,1.3432502222222222,0,0.0,0.0,0.0,0.0,24,353109.61000000004,14712.900416666665,8272.80995425348,15.693760444444445,2,30420.54,15210.27,6189.0086708777535,1.3520240000000001,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,74955.93999999999,8328.437777777777,2072.94954816668,3.331375111111111,0,0.0,0.0,0.0,0.0
21,0115-10.jpg,0115,Carapa guianensis Aubl.,2250000,94,614333.1400000002,27.30369511111111,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,10267.500000000002,1466.7857142857144,598.0319420359067,0.4563333333333333,67,511999.3400000001,7641.781194029852,3391.5923326404995,22.755526222222226,1,6825.69,6825.69,0.0,0.30336399999999997,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19,85240.60999999999,4486.347894736841,1450.808535838547,3.7884715555555557,0,0.0,0.0,0.0,0.0
22,0115-3.jpg,0115,Carapa guianensis Aubl.,2250000,101,591300.46,26.280020444444446,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,20471.700000000004,2047.1700000000005,1320.5309714993016,0.9098533333333333,60,442534.39999999997,7375.573333333334,4471.396180963444,19.66819555555556,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,16630.77,5543.59,2933.760449951563,0.7391453333333333,0,0.0,0.0,0.0,0.0,28,111663.58999999997,3987.9853571428566,1391.4294193155847,4.962826222222223,0,0.0,0.0,0.0,0.0
23,0115-5.jpg,0115,Carapa guianensis Aubl.,2250000,71,453255.76,20.144700444444446,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,8649.59,1729.9180000000001,673.0427695696612,0.3844262222222222,47,364055.16000000003,7745.8544680851055,4385.406987105227,16.180229333333333,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,10295.39,10295.39,0.0,0.4575728888888889,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,11689.060000000001,5844.530000000001,3780.320131443897,0.5195137777777779,0,0.0,0.0,0.0,0.0,16,58566.56000000001,3660.41,1851.3265152281124,2.6029582222222225,0,0.0,0.0,0.0,0.0
24,0115-6.jpg,0115,Carapa guianensis Aubl.,2250000,86,539034.9199999999,23.957107555555545,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,16489.14,1832.1266666666666,634.635729178558,0.7328506666666667,54,439196.67000000004,8133.271666666667,4244.889277747851,19.519851999999993,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,11034.61,11034.61,0.0,0.49042711111111115,22,72314.5,3287.0227272727266,1523.539831877072,3.213977777777778,0,0.0,0.0,0.0,0.0
25,0115-7.jpg,0115,Carapa guianensis Aubl.,2250000,120,556424.2899999998,24.729968444444445,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,4392.38,1464.1266666666668,298.69633314343406,0.19521688888888888,66,328787.33999999985,4981.626363636363,3790.6553923926936,14.612770666666664,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,49478.17,24739.085,61.45465035292274,2.1990297777777776,0,0.0,0.0,0.0,0.0,49,173766.40000000002,3546.2530612244896,1246.2712133336722,7.722951111111111,0,0.0,0.0,0.0,0.0
26,0115-8.jpg,0115,Carapa guianensis Aubl.,2250000,113,581642.36,25.85077155555555,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6,7415.77,1235.9616666666668,385.22046069318117,0.32958977777777776,61,394435.9799999999,6466.1636065573775,4095.0438328455994,17.530488,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,29328.35,14664.175,4955.453820030008,1.3034822222222222,44,150462.26,3419.5968181818175,1246.533706136271,6.687211555555555,0,0.0,0.0,0.0,0.0
27,0115-9.jpg,0115,Carapa guianensis Aubl.,2250000,102,588206.35,26.14250444444444,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,8536.93,1219.5614285714287,696.6982283224345,0.37941911111111104,68,470200.91,6914.719264705882,4029.9617541432895,20.897818222222224,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,11531.36,5765.68,115.31497387590211,0.5125048888888889,1,14398.1,14398.1,0.0,0.6399155555555556,24,83539.04999999999,3480.7937499999994,1456.05749829078,3.7128466666666666,0,0.0,0.0,0.0,0.0
28,0130-3.jpg,0130,Castanea sativa Mill.,2250000,46,588652.64,26.16233955555556,24,524900.81,21870.867083333334,11910.634492591058,23.328924888888885,13,29503.230000000003,2269.479230769231,1101.6546876741181,1.3112546666666667,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,34248.6,3805.3999999999996,1169.071436867739,1.5221600000000002,0,0.0,0.0,0.0,0.0
29,0130-4.jpg,0130,Castanea sativa Mill.,2250000,51,329653.13999999996,14.651250666666664,20,253694.05000000005,12684.7025,8651.902168316803,11.275291111111112,21,44453.86000000001,2116.850476190476,1449.2524006068652,1.975727111111111,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1499.89,1499.89,0.0,0.06666177777777778,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,30005.34,3333.9266666666667,1877.3636305934447,1.3335706666666667,0,0.0,0.0,0.0,0.0
30,0130-5.jpg,0130,Castanea sativa Mill.,2250000,23,157870.52000000002,7.016467555555557,9,134963.4,14995.933333333332,9761.688929019916,5.998373333333333,10,8544.43,854.443,321.9439172019458,0.3797524444444444,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,14362.690000000002,3590.6725000000006,933.8225380436764,0.6383417777777778,0,0.0,0.0,0.0,0.0
31,0130-6.jpg,0130,Castanea sativa Mill.,2250000,28,207349.77,9.215545333333335,12,176402.44999999998,14700.204166666665,11699.739703538444,7.840108888888889,10,11933.680000000002,1193.3680000000002,398.6434213067,0.5303857777777778,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6,19013.64,3168.94,1625.2863271682313,0.8450506666666666,0,0.0,0.0,0.0,0.0
32,0130-7.jpg,0130,Castanea sativa Mill.,2250000,34,354187.84,15.741681777777776,16,312038.54,19502.408750000002,10861.972437877555,13.868379555555556,11,17026.659999999996,1547.8781818181815,470.56107229175217,0.7567404444444445,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,25122.640000000003,3588.948571428572,1989.6163252783904,1.1165617777777777,0,0.0,0.0,0.0,0.0
33,0130-8.jpg,0130,Castanea sativa Mill.,2250000,48,233840.32999999996,10.39290355555556,11,167957.78,15268.889090909091,7381.267580239121,7.464790222222221,25,38528.310000000005,1541.1324,556.9087676651656,1.7123693333333334,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,27354.24,2279.52,997.1704463950164,1.215744,0,0.0,0.0,0.0,0.0
34,0130-9.jpg,0130,Castanea sativa Mill.,2250000,28,131796.24999999997,5.857611111111113,5,91321.70999999999,18264.341999999997,5669.008651706223,4.058742666666666,16,24219.279999999995,1513.705,715.7215410199697,1.0764124444444447,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,16255.259999999998,2322.18,1233.492831056049,0.722456,0,0.0,0.0,0.0,0.0
35,0257-1.jpg,0257,Entandrophragma candollei Harms,2250000,70,1506647.2499999995,66.96209999999999,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6,13420.71,2236.785,694.3223248247172,0.596476,17,168821.44,9930.67294117647,4403.402675137667,7.503175111111111,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21,1216883.9299999997,57946.853809523804,29192.964863990514,54.08373022222222,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26,107521.16999999998,4135.429615384615,1804.240112061542,4.778718666666667,0,0.0,0.0,0.0,0.0
